n_branches,best_cluster_score,cluster_metric,min_cluster_size,max_cluster_size,median_cluster_size,pseudotime_pearson_r,pseudotime_pearson_p,pseudotime_spearman_r,pseudotime_spearman_p,best_pseudotime_pearson_r,best_pseudotime_pearson_p,best_pseudotime_spearman_r,best_pseudotime_spearman_p,grn_nodes,grn_edges,grn_density,top_tf_targets,mean_tf_targets,paga_connectivity,embedding,n_clusters
2,0.48965612,silhouette,916,1228,1072.0,0.7851660365706528,0.0,0.8775201737568467,0.0,0.8042473536301338,0.0,0.8688543796943926,0.0,2523,4341,0.0006822247220888995,135,89.5,0.03386561776683881,X_vae,2
